inspection_id,timestamp,ligne,produit,camera_id,defaut_detecte,type_defaut,confiance_ia_pct,score_qualite,largeur_mm,hauteur_mm,poids_g,temps_inspection_ms,decision,operateur_validation,shift,cout_non_qualite_mad
QC-02522,2026-05-23 20:00,Convoyeur C,Boîte D,CAM-7,True,Assemblage,88.54,49.28,50.01,81.49,116.93,165.7,Rejet,Validé,Matin,67.04
QC-02523,2026-01-15 10:15,Ligne Assemblage B,Pièce B,CAM-7,True,Dimension,77.87,70.33,53.17,79.06,127.66,70.7,Rejet,Non vérifié,Nuit,62.4
QC-02524,2026-06-21 10:15,Machine Vision 2,Pièce B,CAM-4,False,Aucun,96.96,68.79,51.4,79.04,102.01,95.9,Accepté,Non vérifié,Après-midi,3.41
QC-02525,2026-05-04 16:15,Machine Vision 2,Pièce C,CAM-3,False,Aucun,96.32,63.17,50.75,78.85,124.16,181.2,Accepté,Validé,Nuit,0.88
QC-02526,2026-02-10 08:15,Convoyeur C,Pièce C,CAM-7,False,Aucun,95.21,86.04,49.36,79.71,125.17,165.5,Accepté,Non vérifié,Après-midi,0.24
QC-02527,2026-01-20 07:45,Presse A,Pièce C,CAM-4,False,Aucun,88.23,83.23,48.77,77.3,113.81,69.2,Accepté,Non vérifié,Nuit,0.68
QC-02528,2026-06-06 10:30,Ligne Assemblage B,Pièce A,CAM-1,True,Déformation,81.25,34.98,51.09,83.14,127.02,144.8,Rejet,Non vérifié,Après-midi,64.06
QC-02529,2026-03-03 14:15,Machine Vision 2,Boîte D,CAM-8,False,Aucun,73.08,65.33,48.74,80.08,123.43,99.8,Accepté,Corrigé,Après-midi,4.01
QC-02530,2026-01-03 15:45,Convoyeur C,Pièce A,CAM-6,True,Rayure,55.1,53.02,50.67,76.65,124.31,56.3,Accepté,Corrigé,Après-midi,61.63
QC-02531,2026-06-20 21:00,Convoyeur C,Pièce A,CAM-4,False,Aucun,73.28,79.34,48.72,77.86,132.61,235.6,Accepté,Corrigé,Après-midi,1.63
QC-02532,2026-04-18 20:45,Presse A,Pièce A,CAM-3,False,Aucun,78.84,77.99,51.95,81.14,119.81,184.8,Accepté,Non vérifié,Après-midi,7.83
QC-02533,2026-05-25 22:45,Presse A,Boîte D,CAM-4,True,Rayure,67.35,26.0,51.8,76.1,138.98,76.8,Accepté,Non vérifié,Matin,13.13
QC-02534,2026-04-03 09:00,Convoyeur C,Pièce A,CAM-6,False,Aucun,85.47,75.18,54.42,76.0,127.98,103.5,Accepté,Validé,Nuit,4.74
QC-02535,2026-06-21 21:00,Ligne Assemblage B,Boîte D,CAM-5,True,Rayure,88.47,62.97,50.3,81.92,125.43,2.0,Rejet,Validé,Après-midi,8.98
QC-02536,2026-01-09 07:00,Convoyeur C,Pièce C,CAM-2,False,Aucun,93.07,93.01,48.96,86.31,111.6,145.9,Accepté,Validé,Matin,7.73
QC-02537,2026-01-22 18:00,Machine Vision 2,Pièce A,CAM-4,False,Aucun,86.58,68.99,53.25,80.24,100.98,107.9,Accepté,Corrigé,Nuit,6.32
QC-02538,2026-06-25 07:00,Machine Vision 2,Pièce B,CAM-4,True,Rayure,83.47,53.68,50.43,79.9,123.79,35.5,Rejet,Non vérifié,Nuit,80.65
QC-02539,2026-06-26 08:15,Machine Vision 1,Pièce B,CAM-6,True,Rayure,92.17,73.79,50.96,78.07,106.74,37.6,Rejet,Corrigé,Matin,167.8
QC-02540,2026-02-05 06:45,Presse A,Pièce C,CAM-3,False,Aucun,97.17,86.59,52.2,75.18,124.98,246.1,Accepté,Non vérifié,Après-midi,0.51
QC-02541,2026-04-26 10:30,Presse A,Pièce C,CAM-7,False,Aucun,75.07,83.14,45.93,75.73,114.86,72.5,Accepté,Non vérifié,Matin,1.22
QC-02542,2026-05-27 21:15,Machine Vision 1,Pièce A,CAM-3,True,Assemblage,80.11,56.59,50.25,83.06,125.12,345.7,Rejet,Non vérifié,Après-midi,123.97
QC-02543,2026-02-12 09:30,Presse A,Pièce A,CAM-6,True,Rayure,65.13,50.08,47.55,81.14,110.33,118.9,Accepté,Validé,Nuit,108.49
QC-02544,2026-01-23 20:30,Presse A,Boîte D,CAM-1,True,Déformation,97.54,73.75,50.2,78.45,140.32,35.2,Rejet,Non vérifié,Après-midi,24.31
QC-02545,2026-01-15 21:30,Machine Vision 2,Pièce A,CAM-2,False,Aucun,89.31,73.91,49.5,81.81,120.59,30.9,Accepté,Validé,Matin,1.35
QC-02546,2026-02-23 10:45,Convoyeur C,Pièce B,CAM-7,False,Aucun,72.57,57.49,49.72,83.39,119.9,135.4,Accepté,Corrigé,Après-midi,6.79
QC-02547,2026-01-25 16:00,Machine Vision 1,Pièce C,CAM-7,False,Aucun,96.79,71.9,48.94,77.57,133.58,114.7,Accepté,Corrigé,Matin,2.35
QC-02548,2026-05-06 11:45,Convoyeur C,Pièce B,CAM-7,False,Aucun,94.72,71.02,50.22,72.99,127.45,10.6,Accepté,Non vérifié,Nuit,7.15
QC-02549,2026-03-07 13:45,Presse A,Pièce C,CAM-6,False,Aucun,96.78,69.47,51.71,81.9,132.81,15.1,Accepté,Non vérifié,Après-midi,7.24
QC-02550,2026-03-06 21:30,Machine Vision 2,Pièce B,CAM-7,True,Rayure,58.71,26.98,50.38,78.9,121.38,109.5,Accepté,Non vérifié,Après-midi,70.72
QC-02551,2026-01-27 19:30,Presse A,Pièce A,CAM-8,False,Aucun,82.25,99.71,50.97,,109.41,119.9,Accepté,Non vérifié,Matin,0.53
QC-02552,2026-02-03 14:15,Machine Vision 1,Pièce A,CAM-5,True,Déformation,94.41,31.49,50.2,83.05,115.91,74.4,Rejet,Non vérifié,Matin,87.44
QC-02553,2026-06-18 17:00,Ligne Assemblage B,Pièce B,CAM-6,False,Aucun,92.5,58.58,47.68,79.41,122.83,118.6,Accepté,Non vérifié,Après-midi,3.57
QC-02554,2026-03-04 09:30,Convoyeur C,Pièce A,CAM-2,False,Aucun,89.09,98.79,45.92,78.24,129.18,69.6,Accepté,Validé,Après-midi,2.05
QC-02555,2026-04-22 16:15,Presse A,Pièce A,CAM-5,False,Aucun,87.85,53.62,47.85,79.76,120.79,162.9,Accepté,Validé,Matin,3.52
QC-02556,2026-01-13 16:30,Ligne Assemblage B,Pièce B,CAM-6,False,Aucun,91.53,63.0,48.8,79.11,119.92,114.8,Accepté,Validé,Après-midi,7.81
QC-02557,2026-06-23 13:00,Presse A,Pièce B,CAM-5,False,Aucun,97.39,65.43,49.89,84.3,119.82,83.8,Accepté,Non vérifié,Après-midi,4.87
QC-02558,2026-06-02 14:00,Machine Vision 2,Pièce A,CAM-2,False,Aucun,89.34,74.43,49.35,76.78,118.07,79.1,Accepté,Validé,Après-midi,5.45
QC-02559,2026-03-26 17:15,Ligne Assemblage B,Pièce B,CAM-1,False,Aucun,97.0,71.45,50.47,78.25,125.81,14.8,Accepté,Validé,Après-midi,4.69
QC-02560,2026-04-23 08:45,Machine Vision 1,Boîte D,CAM-2,False,Aucun,,93.55,50.06,75.49,120.24,108.3,Accepté,Corrigé,Nuit,3.1
QC-02561,2026-05-08 20:00,Convoyeur C,Pièce B,CAM-2,False,Aucun,76.33,95.05,50.87,83.6,110.7,152.1,Accepté,Validé,Nuit,7.68
QC-02562,2026-01-22 17:30,Presse A,Pièce A,CAM-6,True,Rayure,63.14,35.46,46.84,77.96,117.18,38.2,Accepté,Non vérifié,Matin,51.74
QC-02563,2026-05-06 18:30,Machine Vision 1,Pièce C,CAM-1,False,Aucun,92.47,62.13,52.06,75.47,128.84,179.4,Accepté,Validé,Après-midi,4.48
QC-02564,2026-05-15 11:00,Ligne Assemblage B,Pièce C,CAM-6,True,Couleur,85.54,37.8,49.45,81.48,129.34,105.7,Rejet,Corrigé,Nuit,97.96
QC-02565,2026-05-10 18:15,Machine Vision 1,Boîte D,CAM-1,False,Aucun,84.48,83.76,49.2,79.51,125.35,41.6,Accepté,Corrigé,Nuit,4.76
QC-02566,2026-06-21 07:45,Machine Vision 2,Pièce C,CAM-2,True,Rayure,80.64,27.2,48.48,73.78,122.2,52.4,Rejet,Validé,Matin,4.86
QC-02567,2026-03-13 14:00,Machine Vision 2,Pièce A,CAM-2,False,Aucun,78.85,67.35,51.66,81.15,110.72,197.7,Accepté,Validé,Après-midi,6.64
QC-02568,2026-04-29 21:30,Presse A,Boîte D,CAM-6,False,Aucun,77.14,80.53,50.29,79.45,115.87,54.6,Accepté,Non vérifié,Après-midi,7.39
QC-02569,2026-04-28 16:15,Ligne Assemblage B,Pièce A,CAM-3,False,Aucun,98.39,63.39,50.53,81.79,114.6,145.4,Accepté,Validé,Nuit,0.16
QC-02570,2026-01-11 12:00,Presse A,Boîte D,CAM-3,False,Aucun,77.9,61.61,52.54,76.65,102.59,124.6,Accepté,Validé,Après-midi,2.6
QC-02571,2026-06-12 14:00,Presse A,Pièce A,CAM-2,False,Aucun,96.42,68.87,46.82,78.34,122.36,79.8,Accepté,Non vérifié,Après-midi,1.45
QC-02572,2026-02-10 16:30,Presse A,Boîte D,CAM-8,False,Aucun,88.98,70.28,,82.95,118.97,19.6,Accepté,Non vérifié,Matin,6.23
QC-02573,2026-02-05 12:00,Ligne Assemblage B,Pièce C,CAM-7,False,Aucun,72.22,93.71,49.05,86.51,122.74,121.4,Accepté,Corrigé,Matin,3.78
QC-02574,2026-03-04 13:00,Machine Vision 1,Boîte D,CAM-7,False,Aucun,72.22,69.39,48.59,85.27,109.65,94.2,Accepté,Non vérifié,Nuit,6.18
QC-02575,2026-02-22 15:45,Machine Vision 2,Pièce B,CAM-3,False,Aucun,87.08,92.91,51.15,76.34,118.1,39.7,Accepté,Corrigé,Après-midi,3.03
QC-02576,2026-03-22 16:30,Convoyeur C,Boîte D,CAM-4,False,Aucun,78.2,54.65,52.94,85.92,123.48,89.8,Accepté,Validé,Nuit,2.08
QC-02577,2026-05-07 19:45,Machine Vision 2,Pièce C,CAM-2,False,Aucun,81.01,64.14,48.72,78.27,128.63,67.3,Accepté,Validé,Nuit,0.19
QC-02578,2026-01-04 16:45,Machine Vision 1,Pièce B,CAM-4,True,Dimension,93.74,28.21,48.7,77.62,125.16,154.1,Rejet,Corrigé,Nuit,110.89
QC-02579,2026-05-09 21:30,Convoyeur C,Pièce C,CAM-1,False,Aucun,72.16,56.21,50.23,81.75,115.75,51.2,Accepté,Corrigé,Après-midi,4.44
QC-02580,2026-06-07 15:30,Machine Vision 2,Pièce C,CAM-6,False,Aucun,86.16,88.75,50.52,81.31,124.23,58.4,Accepté,Validé,Matin,5.88
QC-02581,2026-05-03 08:00,Ligne Assemblage B,Boîte D,CAM-4,True,Fissure,98.75,60.9,46.49,79.91,110.39,237.3,Rejet,Corrigé,Nuit,162.74
QC-02582,2026-03-26 14:15,Ligne Assemblage B,Pièce C,CAM-6,False,Aucun,87.72,98.39,48.85,82.34,115.49,72.5,Accepté,Non vérifié,Après-midi,0.29
QC-02583,2026-06-16 22:45,Machine Vision 2,Pièce C,CAM-2,True,Fissure,77.32,53.9,53.37,75.52,127.75,46.8,Rejet,Validé,Après-midi,74.41
QC-02584,2026-02-23 11:00,Ligne Assemblage B,Pièce B,CAM-5,True,Dimension,94.35,44.2,47.6,74.78,139.09,55.4,Rejet,Validé,Matin,133.07
QC-02585,2026-06-07 21:15,Machine Vision 1,Pièce B,CAM-6,False,Aucun,70.11,92.81,48.79,78.67,111.41,68.4,Accepté,Validé,Après-midi,5.75
QC-02586,2026-02-22 17:00,Machine Vision 1,Pièce C,CAM-1,True,Rayure,92.75,61.25,51.19,82.58,112.57,44.0,Rejet,Non vérifié,Matin,57.84
QC-02587,2026-06-02 21:30,Ligne Assemblage B,Pièce B,CAM-3,True,Dimension,60.77,45.03,48.64,80.95,119.55,10.2,Accepté,Validé,Nuit,115.32
QC-02588,2026-06-05 06:45,Machine Vision 1,Boîte D,CAM-3,False,Aucun,78.86,68.53,48.9,80.59,,66.3,Accepté,Validé,Après-midi,1.31
QC-02589,2026-04-24 07:00,Presse A,Pièce C,CAM-6,True,Fissure,89.46,61.85,51.02,76.55,118.46,64.2,Rejet,Validé,Après-midi,19.8
QC-02590,2026-03-20 07:45,Convoyeur C,Pièce C,CAM-7,False,Aucun,91.32,71.59,51.78,81.68,113.6,102.0,Accepté,Validé,Matin,1.83
QC-02591,2026-03-12 08:45,Convoyeur C,Pièce C,CAM-7,True,Rayure,96.65,31.75,52.5,77.68,125.78,30.3,Rejet,Validé,Matin,21.79
QC-02592,2026-04-13 06:00,Presse A,Boîte D,CAM-8,False,Aucun,75.49,51.85,49.57,77.27,123.13,265.9,Accepté,Non vérifié,Matin,3.48
QC-02593,2026-03-14 19:45,Convoyeur C,Pièce C,CAM-6,False,Aucun,96.16,94.43,50.81,81.35,130.62,135.2,Accepté,Validé,Matin,3.45
QC-02594,2026-02-02 07:45,Presse A,Pièce A,CAM-2,False,Aucun,71.91,99.33,50.58,82.47,114.0,34.7,Accepté,Validé,Après-midi,6.4
QC-02595,2026-05-06 07:15,Machine Vision 2,Pièce A,CAM-2,False,Aucun,74.95,63.74,51.03,79.05,114.9,142.3,Accepté,Validé,Matin,1.64
QC-02596,2026-06-09 12:45,Convoyeur C,Pièce B,CAM-3,False,Aucun,,79.0,49.59,78.23,115.99,192.6,Accepté,Non vérifié,Après-midi,6.28
QC-02597,2026-05-18 09:00,Ligne Assemblage B,Pièce A,CAM-1,False,Aucun,76.52,97.42,49.86,82.74,121.82,185.8,Accepté,Validé,Nuit,0.64
QC-02598,2026-04-14 21:45,Presse A,Pièce C,CAM-5,False,Aucun,82.48,89.66,46.76,78.25,132.75,117.1,Accepté,Non vérifié,Après-midi,7.77
QC-02599,2026-01-14 14:15,Presse A,Boîte D,CAM-1,True,Couleur,78.44,48.74,51.68,83.6,115.0,106.2,Rejet,Corrigé,Après-midi,39.95
QC-02600,2026-03-31 16:15,Presse A,Pièce C,CAM-2,False,Aucun,98.28,56.98,51.54,76.98,115.13,18.2,Accepté,Validé,Après-midi,1.44
QC-02601,2026-02-07 16:45,Machine Vision 2,Pièce B,CAM-7,False,Aucun,88.83,65.19,50.68,81.33,123.88,211.1,Accepté,Corrigé,Après-midi,6.87
QC-02602,2026-03-21 16:00,Presse A,Pièce A,CAM-5,True,Couleur,66.51,51.01,47.28,82.67,118.15,8.0,Accepté,Corrigé,Nuit,87.97
QC-02603,2026-06-15 08:00,Machine Vision 1,Boîte D,CAM-8,False,Aucun,70.88,87.5,48.42,73.33,120.33,112.7,Accepté,Corrigé,Matin,7.11
QC-02604,2026-05-31 22:00,Convoyeur C,Pièce A,CAM-4,False,Aucun,90.62,94.18,50.73,77.69,107.49,83.1,Accepté,Non vérifié,Matin,2.38
QC-02605,2026-06-28 22:30,Ligne Assemblage B,Pièce B,CAM-7,True,Rayure,68.0,59.43,46.82,82.98,119.51,123.2,Accepté,Validé,Nuit,54.74
QC-02606,2026-02-10 18:15,Convoyeur C,Pièce A,CAM-4,False,Aucun,91.98,92.99,53.44,81.44,130.11,36.1,Accepté,Non vérifié,Matin,6.7
QC-02607,2026-02-14 18:15,Ligne Assemblage B,Pièce A,CAM-4,True,Déformation,92.49,66.9,48.82,80.86,117.9,25.5,Rejet,Validé,Matin,40.98
QC-02608,2026-04-04 14:00,Convoyeur C,Pièce C,CAM-1,True,Assemblage,74.03,42.12,49.14,82.81,120.41,20.2,Rejet,Corrigé,Nuit,97.7
QC-02609,2026-06-25 20:00,Convoyeur C,Pièce B,CAM-1,False,Aucun,80.27,85.66,51.02,80.88,118.03,152.6,Accepté,Validé,Après-midi,3.4
QC-02610,2026-03-31 22:15,Machine Vision 1,Boîte D,CAM-4,False,Aucun,97.71,55.65,,83.77,128.89,59.8,Accepté,Non vérifié,Matin,3.5
QC-02611,2026-01-23 20:30,Machine Vision 2,Pièce A,CAM-2,False,Aucun,78.38,87.72,49.13,79.82,119.77,386.6,Accepté,Validé,Nuit,6.18
QC-02612,2026-02-14 06:45,Convoyeur C,Boîte D,CAM-6,False,Aucun,70.28,91.18,48.95,83.71,114.12,115.3,Accepté,Non vérifié,Matin,0.03
QC-02613,2026-01-08 17:30,Presse A,Boîte D,CAM-6,True,Fissure,87.33,49.69,49.1,77.83,127.71,29.5,Rejet,Non vérifié,Nuit,60.65
QC-02614,2026-06-23 22:30,Machine Vision 1,Boîte D,CAM-1,False,Aucun,71.66,96.17,49.08,76.09,118.62,81.8,Accepté,Validé,Nuit,2.62
QC-02615,2026-05-25 20:30,Convoyeur C,Pièce C,CAM-3,False,Aucun,98.67,88.44,51.52,80.85,112.93,109.7,Accepté,Validé,Matin,7.63
QC-02616,2026-04-02 07:45,Machine Vision 2,Pièce C,CAM-7,False,Aucun,89.58,76.09,49.19,79.91,128.01,290.0,Accepté,Corrigé,Matin,5.91
QC-02617,2026-01-21 08:45,Machine Vision 1,Pièce A,CAM-2,False,Aucun,90.82,82.06,52.16,79.65,114.42,89.2,Accepté,Non vérifié,Après-midi,0.72
QC-02618,2026-05-31 18:45,Convoyeur C,Pièce B,CAM-6,False,Aucun,95.31,71.92,47.4,82.58,112.1,310.3,Accepté,Non vérifié,Après-midi,1.96
QC-02619,2026-01-26 09:45,Presse A,Pièce A,CAM-6,True,Couleur,84.47,37.45,47.43,82.27,120.21,150.4,Rejet,Non vérifié,Matin,8.8
QC-02620,2026-04-11 07:45,Ligne Assemblage B,Pièce B,CAM-1,False,Aucun,82.39,91.34,50.47,77.39,130.71,175.1,Accepté,Corrigé,Nuit,3.58
QC-02621,2026-01-31 07:15,Presse A,Pièce B,CAM-5,False,Aucun,92.57,57.95,48.05,77.74,133.98,129.0,Accepté,Corrigé,Nuit,4.17
QC-02622,2026-05-16 12:00,Presse A,Pièce A,CAM-6,False,Aucun,77.46,98.45,53.03,81.53,117.53,100.1,Accepté,Corrigé,Après-midi,6.11
QC-02623,2026-02-14 11:45,Presse A,Pièce A,CAM-4,False,Aucun,77.8,84.84,48.53,78.58,122.74,117.0,Accepté,Validé,Nuit,2.03
QC-02624,2026-05-19 14:45,Machine Vision 1,Pièce A,CAM-6,False,Aucun,80.02,71.78,49.14,80.32,133.75,87.3,Accepté,Non vérifié,Matin,1.43
QC-02625,2026-03-03 20:00,Convoyeur C,Boîte D,CAM-1,True,Rayure,83.64,48.35,53.56,76.94,123.48,43.7,Rejet,Corrigé,Nuit,120.53
QC-02626,2026-01-19 21:15,Convoyeur C,Pièce B,CAM-4,False,Aucun,83.37,99.05,49.46,76.65,120.94,104.5,Accepté,Non vérifié,Matin,0.62
QC-02627,2026-05-17 15:30,Ligne Assemblage B,Pièce A,CAM-5,True,Couleur,77.8,43.72,51.04,80.77,113.36,48.8,Rejet,Corrigé,Matin,36.79
QC-02628,2026-06-16 11:45,Ligne Assemblage B,Boîte D,CAM-8,False,Aucun,82.26,58.56,51.14,75.25,123.68,11.2,Accepté,Corrigé,Matin,6.25
QC-02629,2026-05-07 08:45,Machine Vision 1,Pièce C,CAM-7,False,Aucun,75.83,53.46,48.41,80.82,98.61,112.0,Accepté,Corrigé,Matin,4.67
QC-02630,2026-05-06 21:15,Machine Vision 1,Pièce A,CAM-5,False,Aucun,94.89,60.28,49.63,76.22,125.27,159.6,Accepté,Non vérifié,Matin,5.33
QC-02631,2026-02-08 13:15,Presse A,Pièce B,CAM-2,False,Aucun,79.52,82.31,52.61,81.34,113.6,193.9,Accepté,Validé,Nuit,1.37
QC-02632,2026-04-19 08:30,Presse A,Pièce C,CAM-3,False,Aucun,79.75,90.57,51.08,78.55,127.29,97.7,Accepté,Validé,Nuit,8.0
QC-02633,2026-01-14 07:45,Convoyeur C,Pièce B,CAM-8,False,Aucun,73.1,89.88,48.86,79.17,119.67,175.1,Accepté,Non vérifié,Nuit,6.01
QC-02634,2026-01-07 20:00,Convoyeur C,Pièce B,CAM-6,False,Aucun,73.5,98.93,48.21,83.5,114.0,50.3,Accepté,Non vérifié,Nuit,4.28
QC-02635,2026-06-08 12:15,Ligne Assemblage B,Pièce B,CAM-2,False,Aucun,95.65,70.28,49.22,85.01,126.96,33.0,Accepté,Corrigé,Matin,0.72
QC-02636,2026-01-08 18:45,Presse A,Pièce B,CAM-5,True,Déformation,63.92,32.49,50.4,85.21,120.81,72.8,Accepté,Non vérifié,Nuit,57.72
QC-02637,2026-03-30 21:00,Ligne Assemblage B,Pièce C,CAM-2,False,Aucun,85.47,83.85,50.95,83.0,113.91,50.2,Accepté,Non vérifié,Après-midi,7.28
QC-02638,2026-05-27 15:15,Machine Vision 1,Pièce C,CAM-1,False,Aucun,83.23,92.8,50.27,83.22,117.62,52.0,Accepté,Corrigé,Matin,
QC-02639,2026-01-03 06:45,Machine Vision 1,Pièce B,CAM-8,True,Déformation,83.53,41.52,48.9,89.89,117.41,73.5,Rejet,Corrigé,Nuit,6.07
QC-02640,2026-01-12 21:30,Ligne Assemblage B,Pièce C,CAM-1,False,Aucun,91.91,67.33,51.16,79.66,125.57,139.3,Accepté,Corrigé,Après-midi,0.81
QC-02641,2026-06-06 12:15,Machine Vision 2,Pièce C,CAM-5,True,Déformation,88.58,61.27,50.36,81.12,106.15,23.6,Rejet,Validé,Matin,132.43
QC-02642,2026-02-23 21:00,Machine Vision 2,Boîte D,CAM-8,False,Aucun,75.1,69.83,46.3,77.18,115.43,28.1,Accepté,Non vérifié,Matin,2.88
QC-02643,2026-01-08 18:30,Ligne Assemblage B,Boîte D,CAM-8,False,Aucun,84.6,55.1,52.19,77.36,113.35,67.8,Accepté,Validé,Nuit,7.61
QC-02644,2026-02-15 12:45,Convoyeur C,Boîte D,CAM-6,False,Aucun,73.16,82.95,,79.23,113.9,29.4,Accepté,Validé,Matin,6.41
QC-02645,2026-05-22 13:15,Machine Vision 2,Pièce B,CAM-3,False,Aucun,96.91,58.77,49.84,78.15,118.74,50.0,Accepté,Validé,Matin,0.35
QC-02646,2026-05-16 12:30,Machine Vision 1,Pièce A,CAM-1,True,Couleur,57.58,56.04,52.61,84.81,121.92,176.7,Accepté,Validé,Matin,176.5
QC-02647,2026-03-26 14:30,Convoyeur C,Pièce B,CAM-6,True,Fissure,69.62,70.03,51.59,77.29,128.56,64.5,Accepté,Corrigé,Matin,127.07
QC-02648,2026-03-16 08:30,Machine Vision 2,Pièce A,CAM-5,False,Aucun,90.54,87.44,,80.36,112.14,19.5,Accepté,Corrigé,Nuit,6.08
QC-02649,2026-06-15 07:00,Ligne Assemblage B,Boîte D,CAM-2,True,Assemblage,55.1,28.89,50.61,81.22,116.65,55.3,Accepté,Validé,Matin,3.48
QC-02650,2026-05-23 07:00,Machine Vision 1,Pièce A,CAM-5,True,Dimension,79.0,40.16,48.77,83.94,127.11,24.3,Rejet,Validé,Nuit,9.08
QC-02651,2026-03-26 11:30,Presse A,Pièce A,CAM-3,False,Aucun,77.98,61.64,49.07,80.12,114.07,,Accepté,Non vérifié,Matin,2.5
QC-02652,2026-04-12 17:30,Machine Vision 1,Pièce C,CAM-6,False,Aucun,90.9,54.62,47.78,76.3,106.79,60.3,Accepté,Non vérifié,Matin,0.81
QC-02653,2026-02-17 18:30,Convoyeur C,Boîte D,CAM-1,False,Aucun,77.36,95.98,47.77,83.47,118.59,10.8,Accepté,Validé,Nuit,5.18
QC-02654,2026-04-27 17:45,Convoyeur C,Pièce C,CAM-4,True,Dimension,91.66,42.41,47.89,80.44,131.69,12.8,Rejet,Non vérifié,Nuit,61.6
QC-02655,2026-03-20 20:00,Convoyeur C,Pièce A,CAM-6,True,Fissure,68.46,73.2,49.77,79.05,120.71,95.3,Accepté,Corrigé,Après-midi,64.4
QC-02656,2026-05-16 21:30,Convoyeur C,Pièce A,CAM-2,False,Aucun,78.42,98.93,53.11,79.06,117.46,111.6,Accepté,Corrigé,Après-midi,4.81
QC-02657,2026-05-13 12:45,Machine Vision 2,Pièce C,CAM-6,False,Aucun,76.61,62.4,50.48,77.73,122.22,84.7,Accepté,Non vérifié,Nuit,4.71
QC-02658,2026-04-18 13:45,Ligne Assemblage B,Pièce C,CAM-2,True,Déformation,71.55,27.15,48.79,86.19,127.33,138.9,Accepté,Non vérifié,Matin,137.92
QC-02659,2026-02-26 08:30,Convoyeur C,Pièce A,CAM-1,False,Aucun,87.74,57.4,54.37,82.38,114.42,56.0,Accepté,Corrigé,Matin,4.4
QC-02660,2026-05-06 07:00,Machine Vision 2,Pièce C,CAM-2,False,Aucun,80.24,89.36,48.32,83.21,114.79,63.7,Accepté,Corrigé,Après-midi,1.67
QC-02661,2026-06-14 06:30,Machine Vision 2,Boîte D,CAM-3,False,Aucun,74.05,88.38,51.68,72.42,122.81,32.6,Accepté,Non vérifié,Après-midi,4.98
QC-02662,2026-04-20 15:30,Machine Vision 2,Pièce B,CAM-2,True,Rayure,55.53,73.39,48.36,79.99,126.44,75.9,Accepté,Corrigé,Après-midi,98.82
QC-02663,2026-06-28 21:15,Machine Vision 1,Pièce B,CAM-4,False,Aucun,94.01,82.86,48.7,81.28,132.44,170.8,Accepté,Validé,Après-midi,3.03
QC-02664,2026-01-22 08:00,Convoyeur C,Pièce C,CAM-5,False,Aucun,84.71,83.84,51.26,76.91,123.14,47.6,Accepté,Validé,Après-midi,4.92
QC-02665,2026-01-31 12:00,Machine Vision 2,Pièce A,CAM-2,False,Aucun,88.65,58.86,48.13,79.01,117.16,109.2,Accepté,Validé,Matin,5.38
QC-02666,2026-05-27 12:15,Machine Vision 2,Boîte D,CAM-5,True,Couleur,73.72,28.76,52.01,83.39,127.23,77.0,Rejet,Validé,Nuit,134.3
QC-02667,2026-05-02 11:00,Convoyeur C,Pièce A,CAM-8,False,Aucun,97.72,90.11,49.71,75.88,124.76,77.8,Accepté,Corrigé,Matin,1.75
QC-02668,2026-06-11 10:15,Machine Vision 1,Boîte D,CAM-8,False,Aucun,,50.5,48.18,79.79,113.85,55.9,Accepté,Corrigé,Matin,5.2
QC-02669,2026-05-21 12:45,Ligne Assemblage B,Pièce C,CAM-4,False,Aucun,73.58,60.84,53.85,83.27,120.48,60.0,Accepté,Validé,Matin,4.89
QC-02670,2026-04-18 18:45,Ligne Assemblage B,Pièce B,CAM-2,False,Aucun,90.81,86.98,50.14,80.02,123.15,154.7,Accepté,Non vérifié,Nuit,2.76
QC-02671,2026-03-29 18:00,Machine Vision 1,Pièce C,CAM-4,False,Aucun,92.08,53.46,51.71,81.81,125.86,40.2,Accepté,Corrigé,Après-midi,3.28
QC-02672,2026-03-09 14:45,Presse A,Pièce B,CAM-8,False,Aucun,83.65,70.37,46.34,79.57,128.77,69.9,Accepté,Corrigé,Matin,1.34
QC-02673,2026-02-03 17:00,Machine Vision 2,Pièce C,CAM-3,False,Aucun,93.52,66.23,50.95,80.9,110.89,72.0,Accepté,Non vérifié,Nuit,7.99
QC-02674,2026-05-31 11:45,Ligne Assemblage B,Pièce C,CAM-2,False,Aucun,77.0,69.2,51.36,80.16,114.55,27.4,Accepté,Non vérifié,Matin,3.04
QC-02675,2026-06-06 15:30,Ligne Assemblage B,Pièce C,CAM-3,True,Assemblage,93.07,51.45,52.4,79.08,127.67,13.8,Rejet,Corrigé,Après-midi,97.01
QC-02676,2026-06-28 09:45,Presse A,Pièce B,CAM-3,False,Aucun,70.21,85.08,48.3,83.12,123.88,117.7,Accepté,Validé,Matin,6.83
QC-02677,2026-05-07 20:45,Machine Vision 1,Pièce A,CAM-6,False,Aucun,92.5,67.92,49.88,80.49,112.13,51.6,Accepté,Non vérifié,Matin,4.86
QC-02678,2026-03-16 21:45,Presse A,Pièce C,CAM-3,False,Aucun,82.45,94.21,51.26,80.73,122.68,152.8,Accepté,Corrigé,Matin,0.81
QC-02679,2026-03-12 08:15,Ligne Assemblage B,Pièce B,CAM-3,False,Aucun,86.35,66.46,51.0,79.22,112.27,72.3,Accepté,Corrigé,Après-midi,2.75
